timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,speed,steering,cds_value
1783400770.304,32.85,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400770.411,32.95,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400770.518,33.06,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400770.628,33.17,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400770.735,33.28,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400770.842,33.38,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400770.949,33.49,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.055,33.6,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.162,33.7,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.269,33.81,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.376,33.92,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.483,34.02,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.59,34.13,3.4443322010641273,2.6161840056584036,94.81929641451222,0,1.0,1
1783400771.697,34.24,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400771.804,34.35,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400771.91,34.45,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.02,34.56,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.13,34.67,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.239,34.78,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.346,34.89,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.453,35.0,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.56,35.1,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.667,35.21,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.776,35.32,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.883,35.42,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400772.989,35.53,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.096,35.64,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.203,35.75,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.31,35.85,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.424,35.97,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.531,36.07,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.638,36.18,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400773.745,36.29,3.4397988639319097,2.6699529012770107,94.81929641451222,50,0.0,1
1783400773.852,36.39,3.43526792437378,2.723693359806754,94.81929641451222,50,0.0,1
1783400773.959,36.5,3.4307356798069693,2.777449296751955,94.81929641451222,50,0.0,1
1783400774.066,36.61,3.42488820107557,2.8310581182021397,96.2250302170846,50,1.0,1
1783400774.172,36.71,3.417731878564867,2.8844788046777396,97.63001069070174,50,1.0,1
1783400774.279,36.82,3.409270806052168,2.9376920913620346,99.0345705556522,50,1.0,1
1783400774.386,36.93,3.39948891142765,2.9907726472851976,100.44154421213007,50,1.0,1
1783400774.493,37.03,3.3884094782545318,3.0435849408461957,101.84819456493133,50,1.0,1
1783400774.6,37.14,3.3760298023017845,3.0961366063927307,103.25557941346395,50,1.0,1
1783400774.706,37.25,3.362361404091717,3.1483743798536,104.66312748327019,50,1.0,1
1783400774.815,37.36,3.347194438642548,3.200957028914966,106.08970338693754,50,1.0,1
1783400774.927,37.47,3.330127304541668,3.254877008277092,107.56399012443676,50,1.0,1
1783400775.034,37.58,3.312572618024618,3.305941791823683,108.97157899956142,50,1.0,1
1783400775.14,37.68,3.293805809917416,3.3564674440148035,110.37657202866113,50,1.0,1
1783400775.247,37.79,3.2737551350626584,3.4066360040826438,111.78491737161168,50,1.0,1
1783400775.354,37.9,3.252482599435979,3.4562854373461374,113.19294254975624,50,1.0,1
1783400775.461,38.0,3.2299998185072534,3.505390346456974,114.60076997905006,50,1.0,1
1783400775.568,38.11,3.2063192635286897,3.5539244236961807,116.00849068674188,50,1.0,1
1783400775.675,38.22,3.1814815130188854,3.6018112304896124,117.41469845878194,50,1.0,1
1783400775.782,38.32,3.155476258851893,3.6490737727075886,118.82089681421003,50,1.0,1
1783400775.889,38.43,3.1283225989895316,3.6956780583438675,120.22691625401129,50,1.0,1
1783400775.995,38.54,3.100038303871432,3.7415947672095857,121.63270969512594,50,1.0,1
1783400776.102,38.64,3.0706325607924714,3.7868088157027455,123.0386632186436,50,1.0,1
1783400776.209,38.75,3.040135889872692,3.8312744735468534,124.4441898557533,50,1.0,1
1783400776.316,38.86,3.0083862596560507,3.875204085073264,125.85709597775367,50,1.0,1
1783400776.431,38.97,2.973259210839571,3.9212051389745586,127.36586007043772,50,1.0,1
